,number_of_rooms,number_of_bathrooms,sqft,days_on_market,initial_price,location_good,location_great,location_poor,neighborhood_alcatraz_ave,neighborhood_berkeley_hills,neighborhood_downtown,neighborhood_east_elmwood,neighborhood_frontage_rd,neighborhood_north_berkeley,neighborhood_northwest,neighborhood_south_side,neighborhood_thowsand_oaks,neighborhood_west_welmwood,neighborhood_westbrae,neighborhood_zaytuna_college,rental_price
280,2,1,507,2,3070,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3070.0
281,3,2,1226,11,4936,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4936.0
282,2,1,585,36,2806,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2716.208
283,0,1,401,40,1373,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1318.08
284,3,2,1031,4,5380,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5380.0
285,3,2,1114,9,5363,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5363.0
286,3,2,1219,9,4951,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4951.0
287,2,1,644,6,3203,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3203.0
288,3,2,933,10,4719,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4719.0
289,0,1,285,13,1595,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1595.0
290,2,1,571,11,3035,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3035.0
291,1,1,743,44,1756,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1671.7120000000002
292,2,1,746,14,3710,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3710.0
293,2,1,557,29,2904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2851.728
294,2,1,500,5,3001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3001.0
295,0,1,498,63,1259,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1150.726
296,1,1,360,1,1841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1841.0
297,3,2,1066,13,4774,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4774.0
298,3,2,1184,9,4962,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4962.0
299,0,1,548,3,1931,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1931.0
300,0,1,400,24,1527,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1514.7839999999999
301,1,1,501,33,1718,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1673.332
302,2,1,776,5,3870,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3870.0
303,3,2,1074,43,4525,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4316.85
304,3,2,1038,8,5318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5318.0
305,0,1,543,31,1677,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1640.106
306,0,1,195,9,1500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1500.0
307,1,1,703,3,2174,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2174.0
308,1,1,307,12,1690,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1690.0
309,2,1,725,2,3807,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3807.0
310,2,1,728,9,3688,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3688.0
311,1,1,332,0,2302,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2302.0
312,0,1,156,33,1264,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1231.136
313,1,1,642,49,1622,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1527.924
314,2,1,821,46,2942,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2789.0159999999996
315,0,1,535,45,1451,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1378.45
316,0,1,273,0,1656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1656.0
317,0,1,232,44,1239,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1179.528
318,0,1,325,1,2170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2170.0
319,1,1,601,13,2520,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2520.0
320,0,1,459,11,1728,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728.0
321,0,1,460,3,1853,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1853.0
322,3,2,1209,10,4916,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4916.0
323,1,1,664,43,1744,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1663.776
324,0,1,260,5,1591,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1591.0
325,1,1,702,23,2003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1990.9820000000002
326,3,2,842,14,5011,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5011.0
327,2,1,676,2,3726,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3726.0
328,0,1,203,38,1250,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1205.0
329,2,1,638,50,2712,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2549.28
330,1,1,740,1,2265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2265.0
331,1,1,329,10,1755,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1755.0
332,0,1,538,43,1490,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1421.46
333,3,2,1062,56,4374,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4059.072
334,3,2,936,2,4738,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4738.0
335,1,1,429,11,1785,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1785.0
336,2,1,881,6,3375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3375.0
337,0,1,116,7,1929,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1929.0
338,1,1,367,5,2319,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2319.0
339,2,1,759,2,3791,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3791.0
340,3,2,1189,8,4996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4996.0
341,2,1,666,10,3671,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3671.0
342,3,2,1153,13,4882,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4882.0
343,1,1,543,63,1372,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1254.008
344,3,2,996,13,4758,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4758.0
345,1,1,496,14,1839,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1839.0
346,1,1,733,13,2056,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2056.0
347,1,1,492,56,1414,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1312.192
348,2,1,689,44,2879,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2740.808
349,0,1,104,61,943,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,865.674
350,1,1,383,13,1751,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1751.0
351,3,2,928,47,4324,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4090.5040000000004
352,1,1,479,10,2417,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2417.0
353,0,1,470,9,2315,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2315.0
354,0,1,382,22,1597,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1590.612
355,1,1,516,13,1915,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1915.0
356,0,1,113,13,1378,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1378.0
357,3,2,1220,32,4714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4600.8640000000005
358,2,1,902,4,3453,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3453.0
359,3,2,1069,49,4472,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4212.624
360,1,1,667,54,1581,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1473.4920000000002
361,1,1,613,13,2478,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2478.0
362,0,1,117,3,1939,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1939.0
363,0,1,277,39,1305,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1255.41
364,2,1,877,23,3254,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3234.4759999999997
365,3,2,1119,47,4530,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4285.38
366,1,1,723,3,2649,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2649.0
367,2,1,788,5,3295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3295.0
368,1,1,465,11,1810,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1810.0
369,2,1,756,3,3336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3336.0
370,0,1,239,18,1500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1500.0
371,3,2,1147,19,4809,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4809.0
372,1,1,339,64,1220,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1112.64
373,3,2,819,3,4646,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4646.0
374,2,1,772,0,3839,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3839.0
375,2,1,772,9,3796,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3796.0
376,1,1,361,1,1870,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1870.0
377,3,2,1211,7,4966,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4966.0
378,3,2,1240,27,4817,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4749.562
379,1,1,649,27,1829,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1803.394
380,2,1,719,6,3223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3223.0
381,3,2,1073,21,4716,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4706.568
382,3,2,871,0,5265,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5265.0
383,0,1,220,12,1528,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528.0
384,3,2,1139,13,5397,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5397.0
385,0,1,411,44,1322,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1258.5439999999999
386,3,2,840,9,5130,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5130.0
387,3,2,873,26,4444,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4390.6720000000005
388,3,2,883,47,4249,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4019.554
389,1,1,729,41,1861,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1782.838
390,1,1,407,14,1750,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1750.0
391,2,1,698,41,2897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2775.3259999999996
392,0,1,541,22,1764,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1756.944
393,1,1,497,28,1737,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1709.2079999999999
394,0,1,132,11,1445,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1445.0
395,2,1,587,14,3062,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3062.0
396,1,1,666,2,2652,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2652.0
397,0,1,461,1,1819,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1819.0
398,3,2,1148,9,4891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4891.0
399,3,2,1182,6,5497,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5497.0
400,3,2,1239,24,4876,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4836.992
401,3,2,1169,26,4764,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4706.832
402,0,1,392,7,2205,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2205.0
403,1,1,643,1,2637,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2637.0
404,3,2,1203,57,4453,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4123.478
405,2,1,584,5,3107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3107.0
406,0,1,163,52,1037,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,970.632
407,3,2,986,40,4388,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4212.48
408,1,1,725,44,1744,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1660.2879999999998
409,2,1,901,21,3307,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3300.386
410,1,1,326,9,1782,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1782.0
411,2,1,896,5,3483,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3483.0
412,2,1,605,10,3120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3120.0
413,3,2,1041,48,4394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4147.936
414,1,1,374,34,1498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1456.056
415,3,2,882,10,4659,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4659.0
416,0,1,178,14,1898,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1898.0
417,0,1,323,13,2098,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2098.0
418,1,1,373,4,2363,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2363.0
419,3,2,1196,5,5537,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5537.0
420,1,1,344,6,2267,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2267.0
421,2,1,536,43,2751,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2624.454
422,3,2,1164,11,4944,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4944.0
423,2,1,623,36,2911,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2817.848
424,1,1,586,4,2535,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2535.0
425,2,1,509,14,3502,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3502.0
426,0,1,199,8,1479,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1479.0
427,1,1,738,7,2648,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2648.0
428,2,1,714,1,3282,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3282.0
429,3,2,897,8,4674,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4674.0
430,3,2,998,5,5277,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5277.0
431,2,1,574,9,3036,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3036.0
432,1,1,496,3,1929,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1929.0
433,2,1,752,26,3082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3045.0159999999996
434,3,2,872,53,4211,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3933.074
435,3,2,1046,13,4722,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4722.0
436,0,1,270,8,1598,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1598.0
437,0,1,254,64,1061,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,967.632
438,0,1,442,14,2174,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2174.0
439,3,2,957,4,4751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4751.0
440,3,2,1218,1,5045,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5045.0
441,0,1,227,14,1462,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1462.0
442,1,1,442,62,1292,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1183.472
443,1,1,568,14,1947,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1947.0
444,2,1,788,8,3319,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3319.0
445,0,1,245,48,1124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1061.056
446,3,2,1002,60,4225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3887.0
447,2,1,852,2,3975,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3975.0
448,0,1,412,41,1365,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1307.67
449,0,1,497,57,1371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1269.546
450,2,1,877,38,3084,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2972.9759999999997
451,1,1,482,14,1804,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1804.0
452,3,2,853,11,4592,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4592.0
453,2,1,503,9,2963,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2963.0
454,3,2,1148,2,4931,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4931.0
455,3,2,1064,12,4793,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4793.0
456,3,2,1180,47,4574,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4327.004
457,0,1,502,4,2330,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2330.0
458,0,1,256,4,1582,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1582.0
459,1,1,503,12,1840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1840.0
460,2,1,827,50,2966,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2788.04
461,0,1,146,64,878,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,800.7360000000001
462,2,1,873,15,3317,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3317.0
463,0,1,464,5,2343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2343.0
464,2,1,677,0,3232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3232.0
465,3,2,1153,31,4693,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4589.754
466,1,1,748,39,1809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1740.2579999999998
467,0,1,283,44,1262,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1201.424
468,2,1,608,9,3107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3107.0
469,0,1,150,4,1490,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1490.0
470,1,1,499,6,2486,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2486.0
471,3,2,1171,25,4775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4727.25
472,3,2,940,12,5177,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5177.0
473,0,1,541,8,1894,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1894.0
474,1,1,359,12,2286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2286.0
475,3,2,1008,37,4492,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4339.272
476,1,1,598,7,2499,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2499.0
477,3,2,1096,1,4971,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4971.0
478,3,2,1056,4,4887,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4887.0
479,1,1,463,11,2345,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2345.0
480,1,1,671,35,1823,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1768.31
481,1,1,615,21,1870,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1866.26
482,2,1,774,53,2872,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2682.448
483,1,1,526,8,2423,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2423.0
484,3,2,1065,32,4633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4521.808
485,2,1,781,11,3299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3299.0
486,0,1,262,10,1549,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1549.0
487,2,1,677,31,2978,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2912.4840000000004
488,2,1,628,53,2656,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2480.7039999999997
489,3,2,1245,30,4820,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4723.6
490,0,1,522,7,2318,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2318.0
491,3,2,1025,3,4887,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4887.0
492,2,1,631,23,3019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3000.886
493,3,2,1101,4,4903,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4903.0
494,2,1,768,7,3795,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3795.0
495,1,1,352,0,2346,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2346.0
496,3,2,1061,11,4811,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4811.0
497,2,1,945,21,3367,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3360.2659999999996
498,0,1,521,61,1322,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1213.596
499,1,1,557,14,1960,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1960.0
500,0,1,248,3,1594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1594.0
501,1,1,513,8,1915,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1915.0
502,2,1,587,2,3132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3132.0
503,3,2,1148,4,5468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5468.0
504,3,2,931,1,4762,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4762.0
505,2,1,527,11,3468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3468.0
506,1,1,441,55,1396,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1298.28
507,0,1,542,5,1889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1889.0
508,1,1,653,6,2057,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2057.0
509,0,1,307,51,1243,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1165.934
510,1,1,471,13,1876,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1876.0
511,3,2,931,14,4617,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4617.0
512,1,1,598,22,1879,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1871.484
513,1,1,511,10,1941,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1941.0
514,0,1,470,10,2251,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2251.0
515,0,1,110,2,2037,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2037.0
516,0,1,334,48,1243,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1173.392
517,0,1,440,7,2231,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2231.0
518,3,2,898,3,4767,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4767.0
519,0,1,512,13,2318,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2318.0
520,1,1,510,12,2428,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2428.0
521,3,2,931,34,4416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4292.352
522,0,1,434,0,1800,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1800.0
523,2,1,879,16,3359,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3359.0
524,0,1,425,45,1335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1268.25
525,0,1,305,40,1265,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1214.4
526,1,1,594,16,1886,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1886.0
527,1,1,675,13,2053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2053.0
528,1,1,494,18,1798,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1798.0
529,0,1,113,31,1182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1155.996
530,1,1,475,1,1923,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1923.0
531,0,1,442,5,1779,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1779.0
532,0,1,484,20,1678,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1678.0
533,0,1,479,12,2275,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2275.0
534,0,1,196,41,1226,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1174.508
535,0,1,175,13,1952,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1952.0
536,2,1,773,12,3207,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3207.0
537,1,1,451,6,1873,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1873.0
538,3,2,1159,10,5383,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5383.0
539,3,2,875,27,4471,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4408.406
540,3,2,1131,0,4950,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4950.0
541,1,1,586,48,1568,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1480.192
542,1,1,558,4,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010.0
543,0,1,197,2,1622,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1622.0
544,1,1,459,12,1827,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1827.0
545,1,1,322,5,2296,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2296.0
546,0,1,312,7,1612,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1612.0
547,1,1,679,29,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1895.26
548,2,1,882,12,3382,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3382.0
549,1,1,409,4,2380,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2380.0
550,1,1,319,44,1411,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1343.2720000000002
551,1,1,632,1,2106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2106.0
552,1,1,427,64,1282,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1169.184
553,3,2,831,36,4354,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4214.6720000000005
554,3,2,824,49,4217,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3972.414
555,2,1,518,3,3094,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3094.0
556,3,2,1051,51,4382,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4110.316
557,1,1,537,33,1754,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1708.396
558,0,1,390,30,1451,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1421.98
559,1,1,630,6,2079,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2079.0
560,3,2,1144,2,4932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4932.0
561,2,1,821,1,3408,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3408.0
562,0,1,279,3,1681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1681.0
563,1,1,305,0,1794,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1794.0
